Job ID,Agency,num_positions,Full/Part,Career Level,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Posting Date,title,category,lon,lat
395133,DEPARTMENT OF INVESTIGATION,8,F,Experienced (non-manager),43799,50000,Annual,80 Maiden Lane,Background Investigation,05/15/2019,Investigator,Public Safety,-74.00777149999999,40.7071228
395133,DEPARTMENT OF INVESTIGATION,8,F,Experienced (non-manager),43799,50000,Annual,80 Maiden Lane,Background Investigation,05/15/2019,Investigator,Public Safety,-74.00777149999999,40.7071228
395155,DEPARTMENT OF BUSINESS SERV.,1,F,Experienced (non-manager),52524,60000,Annual,110 William St. N Y,Program Management Office,05/15/2019,Social Worker,Community,-74.0068363,40.7087931
395155,DEPARTMENT OF BUSINESS SERV.,1,F,Experienced (non-manager),52524,60000,Annual,110 William St. N Y,Program Management Office,05/15/2019,Social Worker,Community,-74.0068363,40.7087931
395178,DEPARTMENT OF BUSINESS SERV.,1,F,Manager,56990,85000,Annual,110 William St. N Y,Program Management Office,05/15/2019,Manager,	Technology & Data,-74.0068363,40.7087931
395178,DEPARTMENT OF BUSINESS SERV.,1,F,Manager,56990,85000,Annual,110 William St. N Y,Program Management Office,05/15/2019,Manager,	Technology & Data,-74.0068363,40.7087931
395180,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,63031,168433,Annual,96-05 Horace Harding Expway,Plant Construction,06/26/2019,Engineer,Public Safety,-73.86348939999999,40.7348796
395180,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,63031,168433,Annual,96-05 Horace Harding Expway,Plant Construction,06/26/2019,Engineer,Public Safety,-73.86348939999999,40.7348796
395483,DEPT OF YOUTH & COMM DEV SRVS,1,F,Manager,80000,90000,Annual,161 William St  New York N Y,Census,05/20/2019,Administration,Community,-74.00619,40.710219
395483,DEPT OF YOUTH & COMM DEV SRVS,1,F,Manager,80000,90000,Annual,161 William St  New York N Y,Census,05/20/2019,Administration,Community,-74.00619,40.710219
395508,DEPT OF YOUTH & COMM DEV SRVS,1,F,Manager,80000,90000,Annual,161 William St  New York N Y,Census,05/20/2019,Administration,Community,-74.00619,40.710219
395508,DEPT OF YOUTH & COMM DEV SRVS,1,F,Manager,80000,90000,Annual,161 William St  New York N Y,Census,05/20/2019,Administration,Community,-74.00619,40.710219
395833,ADMIN FOR CHILDREN'S SVCS,2,F,Experienced (non-manager),65429,81571,Annual,"150 William Street, New York N",Quality Improvement (Qa),06/03/2019,Youth/Child Development Officer,Social Service,-74.0057361,40.7096402
395945,NYC HOUSING AUTHORITY,5,F,Experienced (non-manager),52063,73309,Annual,Environmental Health & Safety,Environmental Health & Safety,05/24/2019,Inspector,Public Safety,-106.7583253,35.0661321
395999,LAW DEPARTMENT,1,F,Experienced (non-manager),89509,126575,Annual,"100 Church St., N.Y.",Litigation Support,05/31/2019,City Officer,	Technology & Data,-74.01011419999999,40.71330040000001
395999,LAW DEPARTMENT,1,F,Experienced (non-manager),89509,126575,Annual,"100 Church St., N.Y.",Litigation Support,05/31/2019,City Officer,	Technology & Data,-74.01011419999999,40.71330040000001
395999,LAW DEPARTMENT,1,F,Experienced (non-manager),89509,126575,Annual,"100 Church St., N.Y.",Litigation Support,05/31/2019,City Officer,	Technology & Data,-74.01011419999999,40.71330040000001
396031,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),57720,83151,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure,05/23/2019,Assistant,"Engineering, Architecture, & Planning",-73.8644434,40.7348102
396031,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),57720,83151,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure,05/23/2019,Assistant,"Engineering, Architecture, & Planning",-73.8644434,40.7348102
396248,NYC HOUSING AUTHORITY,1,F,Manager,63031,168433,Annual,Environmental Health & Safety,Environmental Health & Safety,05/28/2019,Housing,Public Safety,-106.7583253,35.0661321
396248,NYC HOUSING AUTHORITY,1,F,Manager,63031,168433,Annual,Environmental Health & Safety,Environmental Health & Safety,05/28/2019,Housing,Public Safety,-106.7583253,35.0661321
396296,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),37217,46222.92,Annual,"90-37 Parsons Blvd., Queens",Child Care,12/27/2019,Social Worker,Public Safety,-73.8002285,40.7039473
396296,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),37217,46222.92,Annual,"90-37 Parsons Blvd., Queens",Child Care,12/27/2019,Social Worker,Public Safety,-73.8002285,40.7039473
396449,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),78210,89942,Annual,96-05 Horace Harding Expway,W   S/Connections Permitting,05/30/2019,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
396449,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),78210,89942,Annual,96-05 Horace Harding Expway,W   S/Connections Permitting,05/30/2019,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
396607,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),73305,92001,Annual,59-17 Junction Blvd Corona Ny,Banhaz Mat,05/31/2019,Researcher,"Policy, Research & Analysis",-73.8644434,40.7348102
396607,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),73305,92001,Annual,59-17 Junction Blvd Corona Ny,Banhaz Mat,05/31/2019,Researcher,"Policy, Research & Analysis",-73.8644434,40.7348102
396656,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),73305,92001,Annual,96-05 Horace Harding Expway,Environmental Health Safety,05/30/2019,Researcher,Public Safety,-73.86348939999999,40.7348796
396656,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),73305,92001,Annual,96-05 Horace Harding Expway,Environmental Health Safety,05/30/2019,Researcher,Public Safety,-73.86348939999999,40.7348796
396721,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),87490,118610,Annual,96-05 Horace Harding Expway,Water Supply/Field Oper Mgt,05/30/2019,Engineer,Finance,-73.86348939999999,40.7348796
396801,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),58.4,58.4,Hourly,"1270 Victory Blvd, Staten Isl",New Clove Pump Sta Cty Opr R,06/03/2019,Engineer,Operation & Maintenance,-74.10562469999999,40.6150542
396801,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),58.4,58.4,Hourly,"1270 Victory Blvd, Staten Isl",New Clove Pump Sta Cty Opr R,06/03/2019,Engineer,Operation & Maintenance,-74.10562469999999,40.6150542
396829,HOUSING PRESERVATION & DVLPMNT,1,F,Experienced (non-manager),72476,83347,Annual,100 Gold Street,HCV Unit,05/31/2019,Housing,Community,-74.0033029,40.7103379
396829,HOUSING PRESERVATION & DVLPMNT,1,F,Experienced (non-manager),72476,83347,Annual,100 Gold Street,HCV Unit,05/31/2019,Housing,Community,-74.0033029,40.7103379
397076,NYC HOUSING AUTHORITY,4,F,Experienced (non-manager),65783,97173,Annual,Real Estate Development-VP,R E Dev For New Construction,06/17/2019,Housing,"Engineering, Architecture, & Planning",-94.58758929999999,39.0379179
397076,NYC HOUSING AUTHORITY,4,F,Experienced (non-manager),65783,97173,Annual,Real Estate Development-VP,R E Dev For New Construction,06/17/2019,Housing,"Engineering, Architecture, & Planning",-94.58758929999999,39.0379179
397081,NYC HOUSING AUTHORITY,1,F,Manager,63031,168433,Annual,Real Estate Development-VP,R E Dev For New Construction,06/14/2019,Assistant,Community,-94.58758929999999,39.0379179
397081,NYC HOUSING AUTHORITY,1,F,Manager,63031,168433,Annual,Real Estate Development-VP,R E Dev For New Construction,06/14/2019,Assistant,Community,-94.58758929999999,39.0379179
397325,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),65783,75651,Annual,59-17 Junction Blvd Corona Ny,Office of Agency Chief Engnr,07/08/2019,Manager,"Engineering, Architecture, & Planning",-73.8644434,40.7348102
397373,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),58381,67138,Annual,"1 Court Square, Queens",SH Medical,11/26/2019,Specialist w/o Job Aspect,Health,-73.94444179999999,40.7472426
397373,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),58381,67138,Annual,"1 Court Square, Queens",SH Medical,11/26/2019,Specialist w/o Job Aspect,Health,-73.94444179999999,40.7472426
397400,NYC HOUSING AUTHORITY,1,F,Experienced (non-manager),78210,108657,Annual,Design-Architecture,Design Department,11/26/2019,Architector,"Engineering, Architecture, & Planning",-88.40262659999999,43.0625186
397400,NYC HOUSING AUTHORITY,1,F,Experienced (non-manager),78210,108657,Annual,Design-Architecture,Design Department,11/26/2019,Architector,"Engineering, Architecture, & Planning",-88.40262659999999,43.0625186
397520,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),53.99,53.99,Hourly,NYC - All Boroughs,Red Hook,06/10/2019,Engineer,"Engineering, Architecture, & Planning",-73.89987579999999,40.7172127
397565,DEPARTMENT OF CITY PLANNING,2,F,Experienced (non-manager),55000,62000,Annual,"120 Broadway, New York, NY",Manhattan Office,06/14/2019,Economist,Community,-74.01059839999999,40.7084773
397565,DEPARTMENT OF CITY PLANNING,2,F,Experienced (non-manager),55000,62000,Annual,"120 Broadway, New York, NY",Manhattan Office,06/14/2019,Economist,Community,-74.01059839999999,40.7084773
397568,DEPT OF HEALTH/MENTAL HYGIENE,3,F,Experienced (non-manager),62272,68499,Annual,42-09 28th Street,Mental Health,11/27/2019,Researcher,"Policy, Research & Analysis",-73.9390619,40.7493572
397568,DEPT OF HEALTH/MENTAL HYGIENE,3,F,Experienced (non-manager),62272,68499,Annual,42-09 28th Street,Mental Health,11/27/2019,Researcher,"Policy, Research & Analysis",-73.9390619,40.7493572
397746,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),49741,68675,Annual,59-17 Junction Blvd Corona Ny,Dept of Environment Protection,06/26/2019,Analyst,	Technology & Data,-73.8644434,40.7348102
397746,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),49741,68675,Annual,59-17 Junction Blvd Corona Ny,Dept of Environment Protection,06/26/2019,Analyst,	Technology & Data,-73.8644434,40.7348102
398033,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),32.7,38.05,Hourly,"1932 Arthur Ave, Bronx",Sys Operations-Bx Mgmt Eng,07/16/2019,Mechanical Specialist,Operation & Maintenance,-73.89285439999999,40.8457866
398033,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),32.7,38.05,Hourly,"1932 Arthur Ave, Bronx",Sys Operations-Bx Mgmt Eng,07/16/2019,Mechanical Specialist,Operation & Maintenance,-73.89285439999999,40.8457866
398055,DEPARTMENT OF BUSINESS SERV.,4,F,Experienced (non-manager),28.7488,35.58,Hourly,110 William St. N Y,WF1 Operations,06/26/2019,Social Worker,Community,-74.0068363,40.7087931
398055,DEPARTMENT OF BUSINESS SERV.,4,F,Experienced (non-manager),28.7488,35.58,Hourly,110 William St. N Y,WF1 Operations,06/26/2019,Social Worker,Community,-74.0068363,40.7087931
398096,NYC HOUSING AUTHORITY,4,F,Entry-Level,27.58,29,Hourly,Brooklyn Floating Staff,Brooklyn Property Management,07/02/2019,Repair Service,Operation & Maintenance,-73.99566399999999,40.683254
398096,NYC HOUSING AUTHORITY,4,F,Entry-Level,27.58,29,Hourly,Brooklyn Floating Staff,Brooklyn Property Management,07/02/2019,Repair Service,Operation & Maintenance,-73.99566399999999,40.683254
398338,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),55416,63728,Annual,96-05 Horace Harding Expway,Program Management,06/20/2019,Assistant,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
398338,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),55416,63728,Annual,96-05 Horace Harding Expway,Program Management,06/20/2019,Assistant,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
398346,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),55416,83151,Annual,96-05 Horace Harding Expway,Capital Planning Development,06/20/2019,Manager,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
398394,OFFICE OF THE COMPTROLLER,1,F,Manager,160000,175000,Annual,"1 Centre St., N.Y.",Asset Management,06/18/2019,Manager,Finance,-74.00371489999999,40.7128306
398394,OFFICE OF THE COMPTROLLER,1,F,Manager,160000,175000,Annual,"1 Centre St., N.Y.",Asset Management,06/18/2019,Manager,Finance,-74.00371489999999,40.7128306
398401,OFFICE OF THE COMPTROLLER,1,F,Manager,80000,90000,Annual,"1 Centre St., N.Y.",Information Systems,08/08/2019,Manager,	Technology & Data,-74.00371489999999,40.7128306
398401,OFFICE OF THE COMPTROLLER,1,F,Manager,80000,90000,Annual,"1 Centre St., N.Y.",Information Systems,08/08/2019,Manager,	Technology & Data,-74.00371489999999,40.7128306
398460,DEPT OF HEALTH/MENTAL HYGIENE,1,F,Experienced (non-manager),61938,144145,Annual,421 East 26th Street NY NY,OCME-Admin,06/21/2019,City Officer,Community,-73.97570259999999,40.7383514
398570,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),52524,81535,Annual,"329 Greenpoint Ave., Brooklyn",WSO-OGI Maintenance,06/26/2019,Social Worker,Community,-73.9462305,40.7316928
398570,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),52524,81535,Annual,"329 Greenpoint Ave., Brooklyn",WSO-OGI Maintenance,06/26/2019,Social Worker,Community,-73.9462305,40.7316928
398602,DEPT OF DESIGN & CONSTRUCTION,1,F,Manager,63031,168433,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/Corrections,08/30/2019,Manager,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
398602,DEPT OF DESIGN & CONSTRUCTION,1,F,Manager,63031,168433,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/Corrections,08/30/2019,Manager,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
398649,DEPT OF DESIGN & CONSTRUCTION,3,F,Manager,52137,141865,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/A&E-Arch,08/15/2019,Construction,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
398649,DEPT OF DESIGN & CONSTRUCTION,3,F,Manager,52137,141865,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/A&E-Arch,08/15/2019,Construction,"Engineering, Architecture, & Planning",-73.93617429999999,40.7439642
398777,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),60000,80000,Annual,59-17 Junction Blvd Corona Ny,Counsels Office,06/28/2019,Legal/Attorney,Legal,-73.8644434,40.7348102
398777,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),60000,80000,Annual,59-17 Junction Blvd Corona Ny,Counsels Office,06/28/2019,Legal/Attorney,Legal,-73.8644434,40.7348102
398863,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,63031,168433,Annual,96-05 Horace Harding Expway,Plant Construction,06/26/2019,Manager,Public Safety,-73.86348939999999,40.7348796
398863,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,63031,168433,Annual,96-05 Horace Harding Expway,Plant Construction,06/26/2019,Manager,Public Safety,-73.86348939999999,40.7348796
398950,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),54409,73124,Annual,96-05 Horace Harding Expway,Environmental Health Safety,07/02/2019,Medical Service,Health,-73.86348939999999,40.7348796
398950,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),54409,73124,Annual,96-05 Horace Harding Expway,Environmental Health Safety,07/02/2019,Medical Service,Health,-73.86348939999999,40.7348796
399026,NYC HOUSING AUTHORITY,1,F,Experienced (non-manager),73938,109153,Annual,Law Dept-Civil Litigation,Law Department,08/15/2019,Legal/Attorney,Legal,-78.63969449999999,35.7787456
399026,NYC HOUSING AUTHORITY,1,F,Experienced (non-manager),73938,109153,Annual,Law Dept-Civil Litigation,Law Department,08/15/2019,Legal/Attorney,Legal,-78.63969449999999,35.7787456
399083,ADMIN FOR CHILDREN'S SVCS,2,F,Experienced (non-manager),44142,52095,Annual,"150 William Street, New York N",Asst Comm Payments (Finance),06/26/2019,Administration,Finance,-74.0057361,40.7096402
399101,CIVILIAN COMPLAINT REVIEW BD,1,F,Entry-Level,16,17,Hourly,"100 Church St., N.Y.",Civilian Complaint Review Bd,06/28/2019,Social Worker,Communications & Intergovernmental,-74.01011419999999,40.71330040000001
399101,CIVILIAN COMPLAINT REVIEW BD,1,F,Entry-Level,16,17,Hourly,"100 Church St., N.Y.",Civilian Complaint Review Bd,06/28/2019,Social Worker,Communications & Intergovernmental,-74.01011419999999,40.71330040000001
399113,DEPARTMENT OF BUSINESS SERV.,1,F,Experienced (non-manager),52524,65000,Annual,110 William St. N Y,WDD Quality Assurance,06/26/2019,Social Worker,Community,-74.0068363,40.7087931
399113,DEPARTMENT OF BUSINESS SERV.,1,F,Experienced (non-manager),52524,65000,Annual,110 William St. N Y,WDD Quality Assurance,06/26/2019,Social Worker,Community,-74.0068363,40.7087931
399195,OFFICE OF THE COMPTROLLER,1,F,Entry-Level,50000,60000,Annual,"1 Centre St., N.Y.",Administration,06/27/2019,Social Worker,Community,-74.00371489999999,40.7128306
399195,OFFICE OF THE COMPTROLLER,1,F,Entry-Level,50000,60000,Annual,"1 Centre St., N.Y.",Administration,06/27/2019,Social Worker,Community,-74.00371489999999,40.7128306
399477,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),57720,57720,Annual,"1932 Arthur Ave, Bronx",Sys Operations-Bx Mgmt Eng,07/16/2019,Engineer,"Engineering, Architecture, & Planning",-73.89285439999999,40.8457866
399477,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),57720,57720,Annual,"1932 Arthur Ave, Bronx",Sys Operations-Bx Mgmt Eng,07/16/2019,Engineer,"Engineering, Architecture, & Planning",-73.89285439999999,40.8457866
399483,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,69940,186555,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure,07/02/2019,Engineer,"Engineering, Architecture, & Planning",-73.8644434,40.7348102
399483,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,69940,186555,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure,07/02/2019,Engineer,"Engineering, Architecture, & Planning",-73.8644434,40.7348102
399483,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,69940,186555,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure,07/02/2019,Engineer,"Engineering, Architecture, & Planning",-73.8644434,40.7348102
399503,ADMIN FOR CHILDREN'S SVCS,4,F,Experienced (non-manager),50078,58942,Annual,"150 William Street, New York N",Asst Comm Bdgt & Clmng-Financ,07/26/2019,Analyst,Finance,-74.0057361,40.7096402
399503,ADMIN FOR CHILDREN'S SVCS,4,F,Experienced (non-manager),50078,58942,Annual,"150 William Street, New York N",Asst Comm Bdgt & Clmng-Financ,07/26/2019,Analyst,Finance,-74.0057361,40.7096402
399521,NYC HOUSING AUTHORITY,2,F,Entry-Level,37217,61936,Annual,Prevention & Intervention-DIR,Prevention & Intervention Stra,08/12/2019,Social Worker,Public Safety,-95.92025129999999,36.7413415
399521,NYC HOUSING AUTHORITY,2,F,Entry-Level,37217,61936,Annual,Prevention & Intervention-DIR,Prevention & Intervention Stra,08/12/2019,Social Worker,Public Safety,-95.92025129999999,36.7413415
399540,DEPT OF ENVIRONMENT PROTECTION,2,F,Entry-Level,52000,52000,Annual,96-05 Horace Harding Expway,Water Supply/Mapping Division,07/05/2019,Intern,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
399540,DEPT OF ENVIRONMENT PROTECTION,2,F,Entry-Level,52000,52000,Annual,96-05 Horace Harding Expway,Water Supply/Mapping Division,07/05/2019,Intern,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
